team1_kills,team1_gold,team1_towers,team2_kills,team2_gold,team2_towers,game_duration,patch_major,patch_minor,days_since_patch,team1_recent_winrate,team1_recent_kda,team1_recent_gpm,team1_recent_dpm,team2_recent_winrate,team2_recent_kda,team2_recent_gpm,team2_recent_dpm
11.0,60602.0990749888,6.0,16.0,54283.27414169423,8.0,1290.5859407507787,14.0,23.0,16.0,0.5153784241804942,1.6174622942775796,362.7251136211699,599.2542465407082,0.5170730643291144,2.0537564704762246,431.63788093230505,536.9246244246267
16.0,77596.60038911077,3.0,14.0,30060.053733207587,5.0,2679.227656499111,14.0,23.0,5.0,0.6790877611920072,3.003049228370855,467.8649585446476,417.00019266331594,0.4826664217584725,3.0179050701596783,349.7767153004391,402.29920599311754
16.0,53924.15967178767,0.0,23.0,55944.10353957252,4.0,722.6320676146099,14.0,23.0,27.0,0.6428665507762499,2.3645410538807807,455.52308187170775,408.45564860780314,0.6579413275864292,2.999458336717046,429.11228102104735,587.8794412226
13.0,44910.36374292501,10.0,18.0,44490.096091562154,4.0,1062.4973798890096,14.0,23.0,29.0,0.354932738909685,1.740484075538355,407.20848999316513,445.72360777315174,0.41108658991766983,1.4245910950302187,317.47993782103913,572.6074885078717
17.0,49744.25687808006,5.0,11.0,44751.82803707135,5.0,420.3266857980609,14.0,23.0,17.0,0.7845735904791225,2.2227322572337584,323.57655688303043,596.0932171634696,0.30474609776799927,1.591979994641139,488.7218190209877,495.44116577224634
10.0,32309.24095110882,5.0,15.0,54048.6569296361,5.0,2880.6271179236,14.0,23.0,17.0,0.41168194044316825,1.5471622077385387,430.3522678136202,415.846432865337,0.5355830012252214,3.3965956532492645,457.26640791809854,557.1686509510612
12.0,43052.86868910942,3.0,12.0,65229.359244837935,4.0,1999.407822883202,14.0,23.0,6.0,0.41019475229022734,1.4628178764330448,313.13351328657484,406.26886366167224,0.3866865774131704,2.110273845955962,340.19231297917815,547.917334572423
13.0,45907.17561886896,4.0,17.0,47995.65373305639,3.0,2195.641073909097,14.0,23.0,26.0,0.5299286238727279,3.1498555931047147,320.07336093803343,435.38785340426614,0.48914137951817105,2.2991517413279743,427.45531371440745,475.2745647826754
15.0,44759.11602065407,2.0,22.0,61790.502155392656,6.0,1980.6007403510855,14.0,23.0,29.0,0.46362156450002423,3.3620271361653473,366.22804778504633,684.9162972131713,0.44561707513165805,1.7754003114495245,451.8291281074942,487.9862644277779
9.0,51523.54872033722,2.0,11.0,35590.77232118153,8.0,2144.2606566867507,14.0,23.0,15.0,0.791992994322197,1.2000365195674698,374.23509937361246,672.183324978165,0.6886309442570612,2.2026775572433834,341.88916436587215,628.7622989886252
6.0,41775.800676178,7.0,17.0,51307.433459121305,5.0,1846.8466283375938,14.0,23.0,1.0,0.338244886627066,2.912206767966051,392.394807778056,425.9397925298962,0.46570424969991514,2.8583915179891397,318.66606154279543,626.7196957545186
14.0,61210.30667324472,3.0,15.0,44589.445940719204,5.0,1962.5528056244648,14.0,23.0,13.0,0.45321959546163876,2.1332788410682255,367.82859184374973,491.2039550549689,0.6203378956946615,2.205862743659188,370.35595321913996,540.9346450719527
19.0,50002.07064918197,1.0,19.0,52820.06986756061,3.0,1864.5620617337704,14.0,23.0,16.0,0.491361080213648,1.9724291032706334,306.75763108690387,684.18773171418,0.6369562982996606,1.786961699896663,327.1508682390464,615.2526857247939
12.0,49906.996788613855,3.0,17.0,47036.92597214898,5.0,1434.8449166584328,14.0,23.0,2.0,0.5467294968609702,2.7235282738695528,331.48313688514673,429.30630203695034,0.5282271427761777,1.2400025109859414,413.14234102084583,535.2403840692808
10.0,46721.052834870825,7.0,14.0,36589.38581036196,5.0,1772.0251408711986,14.0,23.0,29.0,0.30820321436347436,1.665634213335914,323.02239316640686,428.37879459431025,0.3405389677644558,3.3206538013439775,384.822981914683,655.4122104688396
18.0,51551.90683858979,5.0,13.0,41125.906371988574,10.0,1964.1567439570065,14.0,23.0,19.0,0.34118106590414027,1.0514530657089685,386.23671971319186,425.8011693204187,0.6501825430377028,3.179144557004739,392.4848676201811,499.842004662584
17.0,58250.98264667635,5.0,18.0,33567.98920143414,4.0,1866.3294717312785,14.0,23.0,23.0,0.42890482136490576,1.5350071195500374,342.4257854363329,692.9428717296028,0.3375839573376838,2.9784123583743054,408.5726954682415,678.1877499536204
18.0,41328.69784289099,4.0,11.0,36930.987710512825,4.0,913.3367353480098,14.0,23.0,2.0,0.5770010408427981,1.4623126917729223,358.70905857899334,622.9325539847298,0.349606479850351,2.7351774096064125,496.4104291885203,562.6850951694013
13.0,43418.83510924743,5.0,19.0,54803.24374875048,9.0,993.0079988349544,14.0,23.0,21.0,0.6838857850967361,1.0851234538839063,394.31349267294524,464.3453102077895,0.3979986843874444,2.2887747111264587,458.5271332802218,560.7063583239252
20.0,46962.73971223335,5.0,15.0,47489.62870142778,5.0,2449.7048603498347,14.0,23.0,25.0,0.6432476744074747,1.8032885400658032,347.1123719621056,413.78417838895086,0.44018789889407894,3.243491965306126,425.8942989965701,601.2431152978131
13.0,36541.290765267855,3.0,17.0,52308.64410128088,4.0,1615.803572469959,14.0,23.0,12.0,0.5835124563613052,2.1862963337853496,349.1858208772119,689.57245267346,0.7232258501605242,2.979253781992625,372.7411228958672,502.2568032444053
13.0,41807.421402785025,3.0,21.0,68155.77481595072,2.0,2150.8352082215642,14.0,23.0,12.0,0.49861641986382965,2.839571742626446,466.6288354773137,527.6467125279073,0.6374608885522486,3.0400271045611564,305.413870627393,617.2988712721403
18.0,45237.79126455341,6.0,12.0,47040.28206787739,4.0,1144.7280541665623,14.0,23.0,26.0,0.7353472511280769,1.814153313731492,409.6173736121299,579.5126164884923,0.4936063942083801,1.7738761824986662,323.30552214375035,496.127530790236
21.0,58743.89180712728,6.0,17.0,56342.83933182238,4.0,916.112474012082,14.0,23.0,8.0,0.5298862716291302,1.4863506641443585,471.35189031599936,483.75887004943763,0.7893137255803766,2.0586456835059956,446.17345010787676,519.2616489876357
10.0,52625.613290019246,4.0,14.0,50281.35512201255,5.0,1293.8420324809722,14.0,23.0,12.0,0.449626402804465,1.5765494231340136,402.9051830438421,627.5080966872798,0.4218012711415729,2.767005660308146,373.84078564838455,602.411031037917
18.0,51935.89911367544,9.0,13.0,77626.84532731502,2.0,1666.4609575371521,14.0,23.0,24.0,0.6146675574260286,3.2279426979042865,481.85284648466427,459.04070376820493,0.6049071936921272,1.9276557580193845,366.887487168529,513.5347303904144
18.0,58508.979621679726,6.0,15.0,19823.53107252613,8.0,1400.9158204293526,14.0,23.0,11.0,0.6460574982931544,1.5118010160434219,350.9484142986003,636.0735800126544,0.7236070544765413,2.2349366331887026,477.79567171816984,459.9922368064182
15.0,48626.282116006034,5.0,27.0,42823.37724027879,3.0,2576.3601138634285,14.0,23.0,2.0,0.4992351224294277,3.198101668791276,423.33400668944023,469.1809130005104,0.7010112889783925,2.6162824192628085,396.90177810275424,661.5704376326521
13.0,53904.648499288895,5.0,16.0,56540.23974231481,5.0,1907.7139809224768,14.0,23.0,1.0,0.3140716405229573,2.1177474887194885,400.64635477077576,429.37366770524307,0.34515387428281336,2.0943960039607026,479.91541148262195,676.6466142381659
21.0,48967.78247067504,4.0,15.0,42470.9460457206,4.0,2909.3631711371154,14.0,23.0,25.0,0.3470657501183553,3.3360010808713163,483.7381853366386,543.646766359241,0.6486371118372715,2.9825990179072246,477.32770208043996,588.0193149422346
14.0,52653.62349399628,10.0,16.0,55660.715573099806,5.0,2042.6448924428503,14.0,23.0,26.0,0.7227994459468309,2.0202303407617466,383.69591557146623,643.9650420686952,0.42893187777634595,1.2906970972112874,316.0362583429109,643.345231359356
12.0,44172.41342388418,6.0,19.0,49399.208071033114,7.0,352.46950924811335,14.0,23.0,28.0,0.32827396059265396,1.4442073345145434,470.9647626533135,515.4594089386508,0.47786673903273336,2.7951412744550432,489.07259568670713,695.9957064324259
12.0,25611.82841723571,2.0,11.0,58649.48838011637,6.0,2433.624963875133,14.0,23.0,4.0,0.5960098335210662,2.3725748230283443,412.7808101211728,408.662095200784,0.5444959911555827,1.3630251515281948,315.3909767215115,584.4324255459477
22.0,48657.20837813696,4.0,15.0,38678.77169572341,7.0,894.2690265180271,14.0,23.0,9.0,0.3918546927246959,2.4692665071226694,441.7085903720995,565.9929136894791,0.6953750830326968,3.344599137321315,492.70122304944255,672.637792975004
19.0,64227.4813609994,3.0,11.0,51728.423106163544,3.0,1938.3202003268034,14.0,23.0,27.0,0.4144631456220885,2.5887232581831743,477.3786186239113,604.1414166770583,0.3831007213345236,1.785094201737397,390.52298351987804,507.7764249161043
21.0,59262.154022415925,2.0,9.0,54660.18230013384,8.0,1335.189565401693,14.0,23.0,28.0,0.43666697986809055,2.0287417961738177,499.38128294095907,622.2084836008021,0.35427761751980835,2.988580902598678,452.17213515091527,610.1417307661559
13.0,59653.97484591171,5.0,13.0,51317.89158211336,3.0,3085.626620678512,14.0,23.0,27.0,0.3191456930985102,1.121503351986238,446.2279117295439,520.5774862927852,0.3767206225218223,2.30354244527169,441.2288734379707,416.7416398890539
12.0,62361.30721806218,6.0,16.0,51494.124849208885,6.0,2663.7587564580813,14.0,23.0,7.0,0.3886176370701462,2.56679980737378,362.90439058355656,429.1058894477202,0.40911176779599157,1.2277176664696854,403.69899486490567,636.6914666830435
14.0,50886.575909614374,5.0,16.0,62024.3090577956,6.0,1354.907614978945,14.0,23.0,28.0,0.6252499922569702,3.3325753856674294,359.80239865842196,575.2979303390159,0.32975092690551455,2.456467135977749,423.89096376712865,648.9409434188702
10.0,51973.157074055955,10.0,22.0,33200.94253495105,6.0,1723.585399127333,14.0,23.0,22.0,0.5493585681040025,3.3938965712643254,361.82076497839284,498.8643655714545,0.7631782347850387,3.2804443422064247,489.98363629983896,520.3526309421976
23.0,43823.481045656496,5.0,19.0,51249.67190791685,3.0,1946.7588417895304,14.0,23.0,26.0,0.6986645428694679,2.4922134196525367,319.58166405989965,684.0662446824558,0.4595417035443742,1.3930860110947598,485.47029813264805,591.6865047631989
15.0,46839.271439729506,5.0,12.0,37908.51867120721,1.0,2318.0484429369662,14.0,23.0,29.0,0.33062105327574676,1.0497175448860796,310.71977838577385,550.8136324183984,0.3884878149332103,1.8032673734020792,430.86521005181737,657.5083307177076
25.0,56157.71149771142,4.0,18.0,57576.109369263104,6.0,1817.4911473950076,14.0,23.0,25.0,0.7444491481258155,1.2650962021220307,416.1685752647395,541.6798140396936,0.6189171018410351,2.0978966773943504,431.543735786905,665.082449352715
15.0,62038.84437168816,4.0,9.0,41620.66417630284,5.0,1185.0630603714799,14.0,23.0,10.0,0.7981992659497363,3.084976314423607,462.11770544433847,492.762859695507,0.6934980593833144,1.6876326583516343,349.3877386783676,431.95945729498027
12.0,48605.53724319,3.0,17.0,25275.54341905652,2.0,1369.4648164799682,14.0,23.0,20.0,0.3078699861243915,3.0743610941333555,307.22690796307205,501.6359516150644,0.6766170828007083,3.359448686840903,465.72469894362473,648.2463239598692
16.0,45498.10735148589,6.0,5.0,57814.674142474505,4.0,1797.3109221739253,14.0,23.0,14.0,0.7838200327699666,3.365039013170905,413.3268592843681,553.8264352239736,0.6593535963935462,1.9437506620211638,426.5206666004154,482.2730055778301
7.0,50005.27958856597,4.0,13.0,47316.287060410315,10.0,2540.6741872588145,14.0,23.0,1.0,0.41793135648551,2.409436057167033,374.35222424456583,491.99943859449843,0.32526498771898354,2.6451551462141967,465.2497583996861,618.192068901323
21.0,56012.06748929115,2.0,14.0,53566.29616101602,3.0,2056.702716321626,14.0,23.0,5.0,0.6462715691030185,3.1595407361710977,478.4970405115237,667.6914653105237,0.6910797596102232,1.5597919109251648,431.5704820575953,497.5492460477666
10.0,35561.45183866458,9.0,21.0,64270.089026990616,11.0,1335.9510440309905,14.0,23.0,13.0,0.4462417215524631,3.0622173142046933,329.07738577617727,531.7053797287326,0.550939320625929,1.5492648437041205,359.864005206323,416.89890118917316
17.0,27038.190468627618,5.0,16.0,53714.010859322356,2.0,2189.023666625874,14.0,23.0,6.0,0.5609064393737602,2.4735520155177504,412.68640100190913,487.6066252039073,0.6245430100157584,1.4396233390098478,337.89628054616264,462.96121295533226
12.0,44494.631505084166,9.0,23.0,51694.280839089486,3.0,1567.809096673104,14.0,23.0,22.0,0.5552092549180829,2.9590938834176344,494.1841413989585,446.6184500623448,0.7782123122696132,2.087030658816808,315.3931688446311,522.6015327481252
13.0,37792.87574085841,5.0,11.0,49527.296207705695,3.0,2334.244803112105,14.0,23.0,28.0,0.48055273972453605,1.3142763612811785,369.00659329301254,601.7052178901074,0.705336269237028,2.3321455057251352,417.1989864520254,622.3685860183127
17.0,44918.598023526894,5.0,14.0,38526.93516250988,2.0,3316.206250997163,14.0,23.0,17.0,0.6587733841441669,2.598006892200301,448.35538225870107,407.73608298567524,0.7126860046130024,1.0268704143789544,356.810271501747,430.21108819370727
9.0,48522.196811825284,1.0,20.0,47847.52141904608,3.0,1584.7041774338702,14.0,23.0,15.0,0.5998182409316571,3.3836273908429852,476.4902310080171,534.9987361509822,0.3907336094390858,3.0823085690327865,426.10190291816286,643.880237470048
13.0,45467.51590976986,5.0,16.0,69738.98578442584,6.0,2280.9630958358225,14.0,23.0,7.0,0.5541385019715879,1.4048937460985194,337.24211249434575,565.0365461101671,0.5382085631615323,2.281884731327747,311.7312889767543,699.0853275887232
17.0,64524.67534470745,8.0,9.0,46247.80769866102,6.0,1352.764000777362,14.0,23.0,8.0,0.7914196559591282,2.860106704500003,498.5054360524008,501.93538326409947,0.774662742505178,1.3930248085410801,375.13261300112543,636.4772929537376
15.0,53267.4476460232,6.0,9.0,48439.86340576745,7.0,1732.6417396852214,14.0,23.0,28.0,0.7700046630936632,1.8019644933584615,461.87733300780604,624.9453241825017,0.5913426260353527,1.1682332812574718,352.1106430739551,542.1209560086644
17.0,53004.74359610828,2.0,9.0,62570.84892105346,3.0,1817.7373721232607,14.0,23.0,21.0,0.7777179228968307,3.042759809294575,327.5128516225079,602.6981490513816,0.35129318488211914,1.1579982428233202,374.06681560022264,570.4480632537839
17.0,56222.07144043402,5.0,7.0,34587.11339098042,5.0,1683.7898039733716,14.0,23.0,2.0,0.740661979901644,2.743027334264169,362.17694010296754,691.4196962709884,0.6659099124426207,1.6441087171463225,310.8566859513174,401.84815249080236
22.0,38611.66882219231,5.0,17.0,56201.24050956936,2.0,3277.8082132650143,14.0,23.0,18.0,0.4275776693771899,3.3154356440165587,424.99400767146875,552.6300397869046,0.32146342355252494,2.2482303699274473,444.83628376668935,462.78215135661924
13.0,60391.11787420268,4.0,12.0,34111.200801949504,5.0,1616.0441551929705,14.0,23.0,27.0,0.4749880154890905,2.7798385492347384,476.9835525208785,561.3437093888149,0.6711486335018693,3.150598840007496,323.33946662859466,669.6964394380136
12.0,49242.357134645405,6.0,12.0,53991.887168814595,4.0,2152.110923270921,14.0,23.0,21.0,0.41552730977275393,2.025776487407154,338.96710451845547,473.75179575814667,0.7398863135613237,3.2574135672272586,302.88052526963065,406.5188208205558
19.0,56704.80617241212,5.0,14.0,49775.905516017985,1.0,641.9478784059406,14.0,23.0,23.0,0.7930884436114232,1.0272313362258145,446.241116509099,515.6451672192162,0.5126250703066675,3.0808197999485096,489.2578202778667,671.4384858690946
15.0,39281.427669598444,6.0,17.0,56124.001607980135,3.0,2059.1979380217663,14.0,23.0,7.0,0.37633093488174557,2.9822922419270705,354.12960264360413,408.0581773474912,0.5068064314925436,1.821408670301809,338.57527647301,433.9757824384502
21.0,34462.41233983936,5.0,12.0,39875.256298456094,3.0,2485.232755411348,14.0,23.0,29.0,0.4832558777794528,2.021162416638514,461.0832901255329,606.7824365793069,0.4521056886273633,1.7663943792652483,465.6122596890922,439.9222389876503
13.0,58178.896580250286,4.0,13.0,44649.6691530843,8.0,1483.4415944525695,14.0,23.0,20.0,0.3995222123596782,2.6765852370871492,436.68840545500666,493.48683990506197,0.7384691425518664,3.4686458628874943,492.89411995142484,452.6049732570767
17.0,53764.09526097517,7.0,18.0,56640.52953305583,10.0,293.8667153757524,14.0,23.0,27.0,0.4117269060921266,1.262666203121047,404.58180693372145,562.1101029000093,0.5738923020241935,2.703201574968647,406.82423991375236,639.8155974865589
16.0,40979.48445642489,5.0,12.0,44901.67483498199,4.0,1776.808938703605,14.0,23.0,16.0,0.42354394240160576,3.2274215897441376,429.9731924818,476.4977189232847,0.5896299703173093,1.7623798531438544,405.2236320095093,543.4559726027138
9.0,41303.369187253054,7.0,16.0,57555.15260528503,5.0,1810.3103102313169,14.0,23.0,19.0,0.619835337779977,2.0891444935162626,475.2890491067634,586.3108601018976,0.6308536954249773,1.8227003808120088,373.48344899668194,443.5589890690127
15.0,61254.34784414769,6.0,16.0,52091.69810688752,6.0,2234.4450304465827,14.0,23.0,9.0,0.3380246850957639,3.2992293345217045,377.28517196929675,534.2747478862134,0.4501154737814385,2.0866110982767423,385.11897295507896,606.0405458995974
17.0,38105.88107132672,4.0,16.0,45542.48242069839,3.0,3006.5418212480604,14.0,23.0,12.0,0.586264936811892,2.7675435844862273,453.8500360312057,544.5581957158882,0.5163931556752059,2.5545167445620933,396.41507939066804,682.2065098977332
18.0,66426.72953255964,8.0,10.0,46846.458219693246,11.0,1571.9678096398159,14.0,23.0,14.0,0.7096431181420515,1.303655655245133,331.7810869750993,682.7821419445979,0.6708028811031495,3.244947899929197,330.41888074412583,571.7354422742416
13.0,40993.79265352131,4.0,7.0,50035.04831668619,5.0,1286.2271258038318,14.0,23.0,7.0,0.6832618883022155,2.4479915335192484,440.2371130883803,611.8480969371581,0.7927434842694927,1.495767799241023,372.94734478807186,429.61000171616155
17.0,56383.91925608383,3.0,11.0,47798.17885958598,5.0,1099.849319177134,14.0,23.0,2.0,0.3755858491411627,3.274836119854468,450.1314724943421,478.56992068002216,0.3171527700322651,1.2110084942111565,463.22168852188906,416.42518185326196
9.0,46713.81524251015,5.0,17.0,57302.497537329495,3.0,1918.8471702189595,14.0,23.0,17.0,0.7573658673894026,2.9999263997085786,388.59953935089106,551.1765453224276,0.3213242489732837,2.0143803098855813,336.4796239162945,638.7617079627282
12.0,56031.874310823434,10.0,16.0,46287.206704759155,7.0,2087.612555291101,14.0,23.0,11.0,0.685045190702387,2.0449510189406253,458.72442105991547,540.0018457155935,0.5140412409914641,1.6136387065264415,445.97064939082304,587.8250957123305
21.0,44558.859978858076,6.0,16.0,44269.69073787778,2.0,1472.6067633824493,14.0,23.0,18.0,0.302651255466423,3.3876609931347677,411.4206731755754,638.5157820635092,0.6298109174048067,2.440081683597758,430.3173200536381,676.7972017373804
19.0,48372.07093927706,4.0,12.0,59102.51681532861,5.0,2267.209647435474,14.0,23.0,29.0,0.668686816769793,1.671440452003817,487.25487953389313,650.0065342288608,0.4931823124176584,2.748037092868554,311.4595550565318,564.1750453143964
16.0,50409.19175395721,3.0,19.0,45778.70835927209,4.0,2079.230446091505,14.0,23.0,12.0,0.6687108393109993,1.9377692582957895,322.4932871922729,485.0328468225176,0.7998193269825897,1.7768398842935746,304.4857736875361,418.718620972916
11.0,39978.12544218527,3.0,13.0,44596.28379734991,6.0,1825.9390137869343,14.0,23.0,3.0,0.5484080402699923,2.874285433216996,326.1642852530364,646.3454361718709,0.3976796290430679,2.7136282221549717,370.5056925156698,521.106054999595
12.0,57408.243454201256,5.0,19.0,25143.3619842893,4.0,1258.5511675535247,14.0,23.0,21.0,0.3229912080031861,1.58226139303879,468.4854884089111,453.85042158730045,0.30396272900371374,1.8578681371445165,438.4340554263682,597.3972065774253
17.0,44867.86433528415,2.0,23.0,39604.96631396071,5.0,1510.8814107091662,14.0,23.0,14.0,0.5899529691411747,2.28843617489887,468.47225491327043,628.8311663613086,0.39506468115638455,2.5874203491656553,366.0835854721323,515.4656052811789
21.0,47714.00084659981,6.0,11.0,41613.725213367885,3.0,342.14682139047295,14.0,23.0,15.0,0.6828733800171546,2.821972975260386,394.24495024165174,474.63536314040823,0.7434211875506505,2.5826520168685,433.54666012009875,699.87741902207
12.0,40056.50625391488,2.0,13.0,44598.694074920255,5.0,1941.4722385188202,14.0,23.0,19.0,0.4354370276605003,2.6099194153558702,492.79244197444615,489.37934722398876,0.3725744964342323,1.6953992585541093,433.0916286055963,521.6135841021235
20.0,24376.663412046895,5.0,16.0,42778.60783371137,6.0,1815.804773248461,14.0,23.0,10.0,0.6335341091258937,1.3884247853024205,435.8778637253406,655.7403520566982,0.5394873901533204,2.589306879275509,461.3109245248537,563.8708379342651
11.0,48089.72237399831,2.0,20.0,59830.501486789515,3.0,1913.087394653692,14.0,23.0,9.0,0.47696309752219096,2.574150790319586,496.5706493524124,526.0224595168891,0.509638090360724,1.9523877393091396,319.89712294076895,467.61760978710385
22.0,74126.15421612916,6.0,17.0,42248.52355548918,7.0,2102.5914093387364,14.0,23.0,10.0,0.5869274164511156,2.4317763220127677,406.4790790402636,697.1697474568889,0.6328626606455645,1.841137360901663,415.42577823749275,445.6414612906575
16.0,57846.04287898024,3.0,13.0,42993.73629761424,4.0,2031.4928918593337,14.0,23.0,20.0,0.49228287471581234,2.394612062597781,340.32266884960313,445.58290897223236,0.32729779320972646,1.7232193676662315,312.4994239146629,593.5916615689753
10.0,49807.396202656055,5.0,12.0,51556.54197099732,2.0,1733.7700916123788,14.0,23.0,23.0,0.45188073300888953,3.0651179663431156,388.87862540582614,539.004711411905,0.629375085533113,1.8641131503357224,335.1894280546676,576.5838240747046
20.0,47371.09170791732,2.0,12.0,38983.18120071319,12.0,1829.2008258976514,14.0,23.0,4.0,0.7279572377160222,1.4597400563125347,496.09736838940285,619.7350992726808,0.4773758219911677,2.96686223015287,365.1001805712285,401.30165722188525
17.0,50224.658928120465,6.0,21.0,65639.92154846776,4.0,957.4101499822983,14.0,23.0,19.0,0.6769191295926883,2.8789149676086185,374.0827906058815,401.61011739355223,0.7630197795412494,1.612947035431293,441.4778480858932,485.43446043932266
13.0,55471.1911517521,6.0,17.0,58021.567911628124,2.0,1449.7676125863445,14.0,23.0,10.0,0.4727245669865745,2.902315044337705,491.40328662696663,445.5565834579052,0.7244436647929529,2.7049685128657743,494.7755950008163,593.0738719038743
15.0,38191.871846911556,7.0,21.0,38319.13047892152,7.0,1830.2826322100768,14.0,23.0,17.0,0.5173158208076045,2.806613598952171,459.4042695348633,406.10702482329407,0.49975312423879303,3.2515514624522504,368.5041628771821,643.6748037197349
19.0,61143.21694668872,6.0,13.0,60136.670858668374,1.0,1358.4878544525836,14.0,23.0,12.0,0.645851708937673,2.2649207836969003,388.4212655585995,697.8633596148261,0.7964459217589264,1.8760723525864054,404.22889708053685,493.7105959119533
17.0,57153.81315441244,6.0,12.0,62217.08139519954,0.0,2316.0904775235276,14.0,23.0,25.0,0.7055393902952546,1.9888468693443437,408.37420639151674,628.1873987264412,0.3259718763281236,1.073780161237251,351.8111190844871,594.2309107866562
21.0,57181.85725707935,4.0,10.0,38578.85263081387,3.0,1404.8207514269816,14.0,23.0,29.0,0.6421706314123562,1.986692900182199,421.4878154564591,512.0677293239801,0.6943161100320954,1.0615150728124751,435.0979241219229,479.57737904525385
13.0,54384.75738809727,4.0,16.0,38348.333842411754,10.0,1929.7832467489898,14.0,23.0,27.0,0.5704657903413192,2.8345217848556015,433.1532169460611,446.8854804090327,0.5169182620136813,1.3487572208757608,373.3171735900893,607.1139683887709
16.0,50196.1665769399,7.0,16.0,43895.86854101866,2.0,1869.9393940892014,14.0,23.0,1.0,0.7771929159656359,2.244741756457178,315.33984332302396,427.1149728410352,0.5166525722937927,1.275112107746664,396.3192346876555,609.3843995987388
15.0,56728.6123596682,5.0,14.0,35847.94880255092,9.0,2247.7665561662457,14.0,23.0,11.0,0.6870718098707818,1.8460843105773173,486.71761048324265,559.5721601652735,0.38506689907267133,2.870213124678583,413.56257517012574,439.067039655877
12.0,55918.14133741378,5.0,14.0,42197.114655772275,3.0,2340.4747044169812,14.0,23.0,13.0,0.3577959301956443,2.563674211013304,419.39994262013306,692.7673954597597,0.5574399599861304,1.7371267922684317,437.2484659814553,599.5269351931015
4.0,46459.59289058976,8.0,15.0,45998.754152812566,6.0,2216.419566580764,14.0,23.0,1.0,0.5790695493960096,3.0925281512575418,486.2298439207639,602.3832833973293,0.3423592484400426,2.6312744340017105,312.01033225795067,500.0701545041109
19.0,44263.98227103099,4.0,18.0,55041.52361376481,5.0,536.3962791701199,14.0,23.0,1.0,0.5047783206978258,1.1537718529207044,426.37969425767295,509.54151047761883,0.6082885895001886,1.1061385893134092,410.98021875731877,451.7784794777882
10.0,51018.56295261987,2.0,13.0,50812.2550315025,3.0,2516.488888807876,14.0,23.0,21.0,0.6974678183953968,3.4303423944285942,386.2030978019502,550.2552919712465,0.4207952204269436,1.7393506901953564,386.2328195628872,550.1083698321322
18.0,65490.20151495187,3.0,12.0,48519.78493465305,8.0,2716.3849345167587,14.0,23.0,16.0,0.322331516928716,1.2416298489547608,413.3856023072664,699.6710103818356,0.662429022884685,1.585365586693201,326.75301729593343,535.6890051726164
